	index	score_df1	claim_name	ncbi_gene_id_df1	ncbi_gene_id_df2	score_df2	score_ratio	Category	Bipolar Linked Paper	Bipolar Linked?
3722	2584	0.0001675743611	HIF1AN	55662	55662	0.0001693220163	0.9896785119			
2245	851	0.0001675743611	KRT19	3880	3880	0.0001693231299	0.9896720032			
3519	2818	0.0001675743611	CFHR4	10877	10877	0.0001693399591	0.9895736481			
3763	2632	0.0001675743611	CNNM2	54805	54805	0.0001693474612	0.9895298099			
1096	1799	0.0001675743611	ALPG	251	251	0.0001693483034	0.9895248889			
4306	3129	0.0001675743611	GPR21	2844	2844	0.0001693505295	0.9895118815			
2623	3597	0.0001675743611	PTPRZ1	5803	5803	0.0001693648242	0.9894283652			
858	2149	0.0001675743611	CCR6	1235	1235	0.0001693673356	0.9894136938			
3899	3295	0.0001675743611	MAPKAP1	79109	79109	0.0001693677275	0.9894114044			
4269	3239	0.0001675743611	DEPTOR	64798	64798	0.0001693677275	0.9894114044			
1093	1803	0.0001675743611	P2RY2	5029	5029	0.0001693816123	0.9893302988			
1010	2023	0.0001675743611	BMX	660	660	0.0001693873002	0.989297078			
2607	3693	0.0001675743611	IRS2	8660	8660	0.0001693930424	0.9892635421			
2854	4619	0.0001675743611	RGS2	5997	5997	0.0001693986812	0.9892306123			
3622	2478	0.0001675743611	GNG10	2790	2790	0.0001694037775	0.9892008526			
500	2255	0.0001675743611	GNG11	2791	2791	0.0001694037775	0.9892008526			
3874	3416	0.0001675743611	ARL3	403	403	0.0001694058528	0.9891887343			
1368	419	0.0001675743611	IL12B	3593	3593	0.000169407808	0.9891773176			
3255	4359	0.0001675743611	CA10	56934	56934	0.0001694080778	0.9891757427			
4024	3450	0.0001675743611	HSD11B2	3291	3291	0.0001694255137	0.9890739443			
3833	2961	0.0001675743611	STAT4	6775	6775	0.0001694281791	0.9890583848			
1021	2063	0.0001675743611	CCL8	6355	6355	0.0001694293847	0.9890513471			
1045	2044	0.0001675743611	GGCX	2677	2677	0.0001694405304	0.9889862875			
3415	2700	0.0001675743611	CSE1L	1434	1434	0.0001694439271	0.9889664624			
3539	2878	0.0001675743611	MDM4	4194	4194	0.0001694451752	0.9889591775			
3563	2448	0.0001675743611	CTSO	1519	1519	0.0001694467226	0.9889501463			
342	2292	0.0001675743611	COL15A1	1306	1306	0.0001694498193	0.9889320731			
1991	1221	0.0001675743611	CD38	952	952	0.0001694577557	0.9888857575			
955	2127	0.0001675743611	ME3	10873	10873	0.0001694668661	0.9888325961			
3141	4243	0.0001675743611	IGH	3492	3492	0.0001694673629	0.9888296969			
3649	2354	0.0001675743611	CRTC1	23373	23373	0.0001694683148	0.988824143			
1753	217	0.0001675743611	CAV1	857	857	0.0001694703694	0.9888121545			
3187	4409	0.0001675743611	GSTA2	2939	2939	0.0001694734797	0.9887940072			
3469	2949	0.0001675743611	MECP2	4204	4204	0.0001694865212	0.9887179225			
4058	3480	0.0001675743611	SDHB	6390	6390	0.0001694902075	0.9886964183			
3568	2453	0.0001675743611	CYP7A1	1581	1581	0.0001695056673	0.9886062444			
2376	3886	0.0001675743611	SORCS2	57537	57537	0.0001695058109	0.9886054066			
3655	2362	0.0001675743611	TOP1MT	116447	116447	0.0001695100233	0.9885808396			
664	1355	0.0001675743611	DLX3	1747	1747	0.0001695116064	0.9885716066			
1908	1258	0.0001675743611	TXNRD1	7296	7296	0.0001695146427	0.9885539			
2372	3882	0.0001675743611	TFPI2	7980	7980	0.000169519877	0.9885233759			
1521	567	0.0001675743611	FCER1A	2205	2205	0.000169520138	0.9885218539			
828	1977	0.0001675743611	ANXA6	309	309	0.0001695215257	0.988513762			
914	1955	0.0001675743611	KCNJ8	3764	3764	0.0001695267917	0.9884830559			
3424	2709	0.0001675743611	FCAR	2204	2204	0.0001695269893	0.9884819039			
1448	659	0.0001675743611	KIF11	3832	3832	0.0001695293963	0.988467869			
1902	1160	0.0001675743611	TLR2	7097	7097	0.0001695397574	0.9884074607			
549	1660	0.0001675743611	KAT2B	8850	8850	0.0001695434517	0.9883859239			
4126	3110	0.0001675743611	CDH2	1000	1000	0.0001695547334	0.9883201592			
753	1439	0.0001675743611	ATP5F1A	498	498	0.000169555977	0.9883129107			
2108	694	0.0001675743611	IL12A	3592	3592	0.0001695566831	0.9883087946			
3578	2445	0.0001675743611	PRSS1	5644	5644	0.0001695606774	0.9882855134			
2254	917	0.0001675743611	PRSS3	5646	5646	0.0001695606774	0.9882855134			
2521	4081	0.0001675743611	PRSS2	5645	5645	0.0001695606774	0.9882855134			
554	1656	0.0001675743611	FPR2	2358	2358	0.0001695615563	0.9882803909			
4252	3259	0.0001675743611	AHRR	57491	57491	0.0001695633489	0.988269943			
2781	3759	0.0001675743611	GSTP1P1	2951	2951	0.0001695681455	0.9882419878			
825	1978	0.0001675743611	EXTL1	2134	2134	0.0001695742127	0.9882066294			
2363	3894	0.0001675743611	CAPN10	11132	11132	0.0001695822224	0.9881599543			
3906	3304	0.0001675743611	MT1H	4496	4496	0.0001695833217	0.9881535488			
3581	2430	0.0001675743611	CSPG4	1464	1464	0.0001695931867	0.9880960693			
3940	3344	0.0001675743611	CTH	1491	1491	0.0001695961579	0.9880787586			
576	1382	0.0001675743611	ANK1	286	286	0.0001695964561	0.9880770212			
1313	495	0.0001675743611	SRMS	6725	6725	0.0001695987586	0.9880636069			
3349	2779	0.0001675743611	ETS2	2114	2114	0.0001696045311	0.988029978			
3284	4372	0.0001675743611	PI3	5266	5266	0.000169624481	0.9879137736			
3946	3315	0.0001675743611	CYP4B1	1580	1580	0.0001696248661	0.9879115306			
735	1514	0.0001675743611	PAK1	5058	5058	0.0001696252483	0.987909305			
2934	4719	0.0001675743611	CUX2	23316	23316	0.0001696263809	0.9879027085			
3893	3399	0.0001675743611	MAFK	7975	7975	0.0001696263809	0.9879027085			
4138	3090	0.0001675743611	WWOX	51741	51741	0.0001696393537	0.9878271608			
1296	515	0.0001675743611	STAT1	6772	6772	0.0001696502774	0.9877635549			
1308	482	0.0001675743611	GRK3	157	157	0.0001696560736	0.9877298088			
1199	2184	0.0001675743611	SLPI	6590	6590	0.0001696573793	0.987722207			
2352	3897	0.0001675743611	CD247	919	919	0.0001696661161	0.9876713455			
3008	4656	0.0001675743611	TRIT1	54802	54802	0.0001696661161	0.9876713455			
4087	3066	0.0001675743611	KDM1A	23028	23028	0.0001696689831	0.9876546559			
1693	341	0.0001675743611	CYP27A1	1593	1593	0.0001696812595	0.9875831994			
2576	3657	0.0001675743611	PACSIN2	11252	11252	0.0001696868836	0.987550467			
3809	2568	0.0001675743611	PRKCI	5584	5584	0.0001696945275	0.9875059824			
3930	3311	0.0001675743611	ZNF613	79898	79898	0.0001696998855	0.9874748036			
3373	2690	0.0001675743611	CMKLR1	1240	1240	0.0001697008306	0.9874693043			
2595	3717	0.0001675743611	MAP3K10	4294	4294	0.0001697057534	0.9874406598			
1993	1219	0.0001675743611	IL3RA	3563	3563	0.0001697243532	0.9873324481			
4169	2971	0.0001675743611	ARID5B	84159	84159	0.0001697246075	0.9873309685			
3580	2429	0.0001675743611	PLCD3	113026	113026	0.000169730292	0.9872979015			
2112	690	0.0001675743611	CCND2	894	894	0.0001697372221	0.9872575918			
2530	4090	0.0001675743611	PLTP	5360	5360	0.0001697401906	0.987240326			
1232	1824	0.0001675743611	TERC	7012	7012	0.0001697437716	0.987219499			
3600	2492	0.0001675743611	GPER1	2852	2852	0.0001697444653	0.9872154642			
2578	3659	0.0001675743611	EPHA6	285220	285220	0.000169758008	0.9871367075			
1069	1776	0.0001675743611	FOXO1	2308	2308	0.0001697594326	0.9871284238			
2186	1008	0.0001675743611	SULT1A3	6818	6818	0.0001697681771	0.9870775781			
1554	88	0.0001675743611	SLC10A2	6555	6555	0.0001697688458	0.98707369			
1779	230	0.0001675743611	IL13	3596	3596	0.0001697700575	0.9870666454			
1063	1781	0.0001675743611	TLR3	7098	7098	0.000169785817	0.9869750258			
1572	160	0.0001675743611	BNIP3	664	664	0.0001697880091	0.9869622831			
3904	3302	0.0001675743611	JAG1	182	182	0.0001697990814	0.9868979254			
3878	3420	0.0001675743611	DNTT	1791	1791	0.0001698010435	0.986886521			
4000	3569	0.0001675743611	GPX3	2878	2878	0.0001698077671	0.9868474454			
2021	788	0.0001675743611	PDK1	5163	5163	0.0001698080626	0.9868457276			
4175	2980	0.0001675743611	PPCDC	60490	60490	0.0001698086036	0.9868425837			
4111	3061	0.0001675743611	KCNK10	54207	54207	0.0001698198351	0.9867773164			
976	2093	0.0001675743611	KCNK18	338567	338567	0.0001698198351	0.9867773164			
821	2157	0.0001675743611	VEGFB	7423	7423	0.0001698202556	0.9867748729			
2624	3598	0.0001675743611	PYGL	5836	5836	0.000169824055	0.9867527964			
1674	278	0.0001675743611	EYA4	2070	2070	0.0001698298526	0.9867191108			
1441	667	0.0001675743611	TNFRSF10B	8795	8795	0.0001698511994	0.9865951002			
2622	3596	0.0001675743611	SCAP	22937	22937	0.0001698529246	0.9865850794			
1195	2182	0.0001675743611	PLD1	5337	5337	0.0001698566089	0.9865636798			
3605	2497	0.0001675743611	HLA-G	3135	3135	0.0001698702511	0.9864844494			
2369	3879	0.0001675743611	PPP1R1B	84152	84152	0.0001698708226	0.9864811307			
2115	724	0.0001675743611	KLRD1	3824	3824	0.0001698719668	0.9864744861			
4142	3094	0.0001675743611	CYP2A7P1	1550	1550	0.0001698819086	0.9864167554			
1775	234	0.0001675743611	SSTR5	6755	6755	0.0001698920988	0.9863575899			
1965	1183	0.0001675743611	CCNB1	891	891	0.0001699020552	0.9862997888			
738	1511	0.0001675743611	GNAI2P1	2772	2772	0.000169904894	0.9862833094			
1892	1059	0.0001675743611	IFNAR2	3455	3455	0.0001699117582	0.9862434647			
1396	634	0.0001675743611	PRKCH	5583	5583	0.0001699162151	0.986217596			
3421	2706	0.0001675743611	CD5L	922	922	0.0001699190691	0.9862010307			
3611	2473	0.0001675743611	DNM2	1785	1785	0.0001699307741	0.9861331002			
1379	408	0.0001675743611	ANXA4	307	307	0.0001699408235	0.9860747857			
1611	13	0.0001675743611	CCL4	6351	6351	0.0001699500244	0.986021401			
3408	2714	0.0001675743611	ANXA2P3	305	305	0.0001699614531	0.9859550976			
826	2159	0.0001675743611	AGER	177	177	0.0001699740769	0.9858818722			
603	1415	0.0001675743611	FXN	2395	2395	0.0001699835089	0.9858271677			
1848	1040	0.0001675743611	PTGER2	5732	5732	0.0001699878776	0.9858018315			
3680	2397	0.0001675743611	TNNI3	7137	7137	0.0001699932152	0.9857708788			
1850	1037	0.0001675743611	TNNC1	7134	7134	0.0001699932152	0.9857708788			
1846	1042	0.0001675743611	TNNT2	7139	7139	0.0001699932152	0.9857708788			
4325	3177	0.0001675743611	ETV6	2120	2120	0.0001700093443	0.9856773568			
2159	956	0.0001675743611	AGBL4	84871	84871	0.0001700097117	0.9856752265			
2082	761	0.0001675743611	TSSK1B	83942	83942	0.000170016771	0.9856343003			
1044	2045	0.0001675743611	DDR2	4921	4921	0.0001700170601	0.985632624			
1002	2137	0.0001675743611	CAMK1D	57118	57118	0.0001700243774	0.9855902056			
3494	2936	0.0001675743611	IKBKE	9641	9641	0.0001700289039	0.9855639677			
2268	884	0.0001675743611	ST14	6768	6768	0.0001700363789	0.9855206407			
899	1967	0.0001675743611	ERCC4	2072	2072	0.000170064124	0.9853598584			
337	2105	0.0001675743611	KCNH6	81033	81033	0.0001700689667	0.9853318003			
3795	2514	0.0001675743611	KCNV2	169522	169522	0.0001700689667	0.9853318003			
3821	2544	0.0001675743611	KCNS3	3790	3790	0.0001700689667	0.9853318003			
3823	2546	0.0001675743611	KCNH8	131096	131096	0.0001700689667	0.9853318003			
962	2103	0.0001675743611	KCNC2	3747	3747	0.0001700689667	0.9853318003			
3811	2569	0.0001675743611	KCNB2	9312	9312	0.0001700689667	0.9853318003			
972	2096	0.0001675743611	KCNG1	3755	3755	0.0001700689667	0.9853318003			
968	2099	0.0001675743611	KCNH5	27133	27133	0.0001700689667	0.9853318003			
967	2107	0.0001675743611	KCNS2	3788	3788	0.0001700689667	0.9853318003			
965	2106	0.0001675743611	KCNA10	3744	3744	0.0001700689667	0.9853318003			
964	2101	0.0001675743611	KCNF1	3754	3754	0.0001700689667	0.9853318003			
963	2102	0.0001675743611	KCNH7	90134	90134	0.0001700689667	0.9853318003			
4195	3039	0.0001675743611	KCNG2	26251	26251	0.0001700689667	0.9853318003			
970	2098	0.0001675743611	KCNV1	27012	27012	0.0001700689667	0.9853318003			
1442	649	0.0001675743611	KCNC4	3749	3749	0.0001700689667	0.9853318003			
369	1617	0.0001675743611	KCNH1	3756	3756	0.0001700689667	0.9853318003			
3290	2769	0.0001675743611	KCNB1	3745	3745	0.0001700689667	0.9853318003			
3292	2753	0.0001675743611	KCNA3	3738	3738	0.0001700689667	0.9853318003			
3321	2768	0.0001675743611	KCND1	3750	3750	0.0001700689667	0.9853318003			
3305	2767	0.0001675743611	KCNH4	23415	23415	0.0001700689667	0.9853318003			
3304	2766	0.0001675743611	KCNS1	3787	3787	0.0001700689667	0.9853318003			
1358	432	0.0001675743611	KCNH3	23416	23416	0.0001700689667	0.9853318003			
4213	3023	0.0001675743611	KCNG3	170850	170850	0.0001700689667	0.9853318003			
413	1533	0.0001675743611	KCND2	3751	3751	0.0001700689667	0.9853318003			
4350	2386	0.0001675743611	KCNA6	3742	3742	0.0001700689667	0.9853318003			
3642	2385	0.0001675743611	KCNC1	3746	3746	0.0001700689667	0.9853318003			
3660	2387	0.0001675743611	KCNA7	3743	3743	0.0001700689667	0.9853318003			
823	2104	0.0001675743611	KCNG4	93107	93107	0.0001700689667	0.9853318003			
4102	3062	0.0001675743611	KCNC3	3748	3748	0.0001700689667	0.9853318003			
3550	2855	0.0001675743611	AMPH	273	273	0.0001700708937	0.9853206361			
2002	1210	0.0001675743611	PCSK9	255738	255738	0.0001700727522	0.9853098683			
2550	3874	0.0001675743611	MLST8	64223	64223	0.000170081624	0.985258473			
2747	3797	0.0001675743611	TAGLN	6876	6876	0.0001700855705	0.9852356121			
1385	400	0.0001675743611	HPRT1	3251	3251	0.0001700910639	0.9852037917			
1218	1844	0.0001675743611	IL6ST	3572	3572	0.0001701031409	0.9851338445			
2332	4003	0.0001675743611	TLK2	11011	11011	0.0001701117498	0.9850839891			
4302	3130	0.0001675743611	GPR22	2845	2845	0.0001701175296	0.9850505209			
2970	4763	0.0001675743611	TRPC1	7220	7220	0.0001701176911	0.9850495855			
2210	975	0.0001675743611	NT5C3A	51251	51251	0.0001701235274	0.9850157922			
1560	176	0.0001675743611	ITGA2B	3674	3674	0.000170128452	0.9849872795			
2435	4100	0.0001675743611	IRS4	8471	8471	0.0001701422327	0.9849075002			
2921	4519	0.0001675743611	TBL1X	6907	6907	0.0001701422327	0.9849075002			
2185	1009	0.0001675743611	LTC4S	4056	4056	0.0001701425551	0.9849056339			
1067	1777	0.0001675743611	SELE	6401	6401	0.0001701466436	0.9848819677			
1073	2222	0.0001675743611	HFE	3077	3077	0.0001701544496	0.9848367849			
1819	1154	0.0001675743611	KCNK2	3776	3776	0.0001701602929	0.9848029658			
4294	3152	0.0001675743611	COL9A1	1297	1297	0.0001701659477	0.98477024			
1900	1158	0.0001675743611	KCNK9	51305	51305	0.000170166064	0.9847695667			
1251	1858	0.0001675743611	LAMB3	3914	3914	0.0001701687302	0.9847541373			
2564	3664	0.0001675743611	DDO	8528	8528	0.0001701893678	0.9846347235			
3885	3390	0.0001675743611	EZH1	2145	2145	0.0001701928383	0.9846146451			
3618	2474	0.0001675743611	ECM2	1842	1842	0.0001701931244	0.9846129903			
685	2345	0.0001675743611	VAV1	7409	7409	0.0001702082765	0.9845253387			
3683	2393	0.0001675743611	CRTC2	200186	200186	0.0001702508376	0.984279217			
2071	812	0.0001675743611	BCL6	604	604	0.000170255148	0.9842542979			
860	1997	0.0001675743611	AQP7	364	364	0.0001702597506	0.9842276905			
2695	3834	0.0001675743611	GBX2	2637	2637	0.0001702678904	0.9841806387			
4348	3173	0.0001675743611	CYTH2	9266	9266	0.0001702692601	0.9841727214			
1257	1851	0.0001675743611	ELANE	1991	1991	0.0001702727635	0.9841524721			
1845	1043	0.0001675743611	CD55	1604	1604	0.0001702747654	0.9841409015			
388	1579	0.0001675743611	ALDOA	226	226	0.0001702846525	0.98408376			
1039	2136	0.0001675743611	NEK4	6787	6787	0.0001702856467	0.9840780145			
4068	3464	0.0001675743611	AKT1S1	84335	84335	0.0001703026568	0.9839797234			
875	1938	0.0001675743611	ARSF	416	416	0.0001703074675	0.983951929			
2548	4076	0.0001675743611	CLNS1AP1	1204	1204	0.0001703129454	0.983920281			
3832	2555	0.0001675743611	CA3	761	761	0.0001703210261	0.9838736003			
1487	525	0.0001675743611	RBX1	9978	9978	0.0001703251383	0.9838498465			
3869	3411	0.0001675743611	TNFRSF10A	8797	8797	0.0001703309555	0.9838162454			
849	2004	0.0001675743611	HLA-DRA	3122	3122	0.0001703395623	0.9837665361			
1443	666	0.0001675743611	CD22	933	933	0.000170340344	0.9837620216			
571	1387	0.0001675743611	BAK1	578	578	0.0001703502856	0.9837046094			
2620	3594	0.0001675743611	SLC9A9	285195	285195	0.0001703608191	0.9836437865			
671	2343	0.0001675743611	ART4	420	420	0.0001703633032	0.9836294437			
1868	1015	0.0001675743611	MLLT3	4300	4300	0.0001703638024	0.9836265615			
2157	959	0.0001675743611	HCP5	10866	10866	0.0001703658322	0.983614842			
547	1662	0.0001675743611	CAMK2A	815	815	0.0001703673878	0.9836058608			
2078	805	0.0001675743611	MAP2K7	5609	5609	0.0001703727787	0.9835747376			
1011	2022	0.0001675743611	MAP2K5	5607	5607	0.0001703727787	0.9835747376			
1474	544	0.0001675743611	MTRR	4552	4552	0.0001703735292	0.983570405			
3407	2728	0.0001675743611	CYP2A7	1549	1549	0.000170376981	0.9835504778			
1223	1838	0.0001675743611	CSNK1G1	53944	53944	0.0001703820847	0.9835210163			
2054	837	0.0001675743611	GNMT	27232	27232	0.0001703894913	0.9834782641			
2032	780	0.0001675743611	ITGB3	3690	3690	0.000170395964	0.9834409052			
1128	1725	0.0001675743611	RIPOR2	9750	9750	0.0001704089037	0.9833662294			
1856	1031	0.0001675743611	INHA	3623	3623	0.0001704222453	0.983289246			
3892	3398	0.0001675743611	CRLF2	64109	64109	0.0001704373135	0.9832023143			
2077	806	0.0001675743611	WNT7A	7476	7476	0.0001704425781	0.9831719454			
837	1989	0.0001675743611	GP1BA	2811	2811	0.0001704436911	0.9831655257			
3627	2426	0.0001675743611	PLA2G4A	5321	5321	0.0001704543301	0.9831041608			
2646	3583	0.0001675743611	ATP5MC1	516	516	0.0001704738115	0.9829918136			
2504	4026	0.0001675743611	MTHFD1	4522	4522	0.0001704770457	0.9829731646			
3518	2816	0.0001675743611	NFATC2	4773	4773	0.0001704979272	0.9828527764			
2918	4515	0.0001675743611	MIEF2	125170	125170	0.0001705052854	0.9828103609			
3184	4406	0.0001675743611	INVS	27130	27130	0.0001705052854	0.9828103609			
2825	4555	0.0001675743611	ZNF385D	79750	79750	0.0001705052854	0.9828103609			
3185	4407	0.0001675743611	KMT2E	55904	55904	0.0001705052854	0.9828103609			
3136	4238	0.0001675743611	ANO2	57101	57101	0.0001705052854	0.9828103609			
2822	4580	0.0001675743611	TREML4	285852	285852	0.0001705052854	0.9828103609			
3183	4405	0.0001675743611	TEX10	54881	54881	0.0001705052854	0.9828103609			
3489	2931	0.0001675743611	EPAS1	2034	2034	0.0001705118239	0.9827726739			
1763	249	0.0001675743611	ADCYAP1	116	116	0.0001705210284	0.9827196255			
1191	1913	0.0001675743611	BTC	685	685	0.000170532048	0.9826561229			
1078	1817	0.0001675743611	ESRRA	2101	2101	0.0001705403073	0.9826085325			
1403	641	0.0001675743611	PRKCZ	5590	5590	0.0001705436356	0.9825893563			
633	1324	0.0001675743611	FCER2	2208	2208	0.0001705521471	0.9825403194			
2389	3936	0.0001675743611	PON1	5444	5444	0.0001705536696	0.9825315485			
2793	3790	0.0001675743611	HYAL2	8692	8692	0.0001705581486	0.9825057468			
1401	639	0.0001675743611	FZD1	8321	8321	0.0001705689405	0.9824435833			
3006	4654	0.0001675743611	OGG1	4968	4968	0.0001705827558	0.9823640164			
4200	3016	0.0001675743611	GOLGA2	2801	2801	0.0001705862621	0.9823438247			
477	1699	0.0001675743611	LGALS2	3957	3957	0.000170586489	0.9823425181			
1107	1744	0.0001675743611	ENOSF1	55556	55556	0.0001705927001	0.9823067519			
902	2164	0.0001675743611	CALR	811	811	0.0001705967769	0.9822832772			
1496	597	0.0001675743611	TSC1	7248	7248	0.000170597926	0.9822766609			
3401	2721	0.0001675743611	PTP4A3	11156	11156	0.0001706004127	0.9822623432			
3937	3341	0.0001675743611	CYP51A1	1595	1595	0.000170612214	0.9821943998			
2858	4605	0.0001675743611	GMPS	8833	8833	0.0001706150714	0.9821779505			
1178	1879	0.0001675743611	HTR1F	3355	3355	0.0001706442247	0.9820101526			
1492	600	0.0001675743611	SLC5A2	6524	6524	0.0001706564529	0.9819397876			
2698	3800	0.0001675743611	CDKL5	6792	6792	0.0001706618632	0.9819086583			
1571	161	0.0001675743611	BARD1	580	580	0.0001706630544	0.9819018048			
2355	3902	0.0001675743611	AMFR	267	267	0.0001706689466	0.9818679056			
2016	790	0.0001675743611	CALCRL	10203	10203	0.0001706700915	0.9818613188			
3768	2575	0.0001675743611	FGF1	2246	2246	0.0001706731997	0.9818434378			
628	1359	0.0001675743611	GDF9	2661	2661	0.0001706733452	0.9818426005			
1547	101	0.0001675743611	CD4	920	920	0.000170674656	0.9818350599			
1927	1297	0.0001675743611	ITGAV	3685	3685	0.0001706765638	0.9818240851			
1637	65	0.0001675743611	CRHR2	1395	1395	0.000170686183	0.9817687533			
1276	452	0.0001675743611	IFNAR1	3454	3454	0.0001707172907	0.9815898581			
3495	2938	0.0001675743611	ATIC	471	471	0.0001707197795	0.9815755481			
3968	3530	0.0001675743611	PTK6	5753	5753	0.0001707298947	0.9815173926			
1267	464	0.0001675743611	PSENEN	55851	55851	0.0001707299065	0.9815173251			
1542	107	0.0001675743611	NCSTN	23385	23385	0.0001707299065	0.9815173251			
3435	2912	0.0001675743611	PSEN2	5664	5664	0.0001707299065	0.9815173251			
3483	2932	0.0001675743611	SOD1	6647	6647	0.0001707311574	0.9815101339			
765	1429	0.0001675743611	SARDH	1757	1757	0.0001707345466	0.9814906501			
1482	532	0.0001675743611	CTNND1	1500	1500	0.0001707719096	0.981275911			
4327	3190	0.0001675743611	YBX1	4904	4904	0.0001708024221	0.9811006138			
511	1643	0.0001675743611	HSF1	3297	3297	0.0001708104219	0.9810546641			
1192	2179	0.0001675743611	PC	5091	5091	0.0001708350309	0.9809133422			
1788	685	0.0001675743611	MMP3	4314	4314	0.0001708412516	0.9808776248			
1060	1784	0.0001675743611	HCG22	285834	285834	0.000170844329	0.9808599568			
1000	2029	0.0001675743611	SIK2	23235	23235	0.0001708475617	0.980841397			
2625	3599	0.0001675743611	NRG3	10718	10718	0.0001708552946	0.9807970044			
857	2148	0.0001675743611	HCAR2	338442	338442	0.0001708588008	0.9807768774			
1032	2054	0.0001675743611	DLG4	1742	1742	0.0001708662468	0.9807341371			
1959	1191	0.0001675743611	CD3G	917	917	0.0001708790717	0.9806605304			
1426	648	0.0001675743611	KCNA4	3739	3739	0.0001709139988	0.9804601279			
2208	978	0.0001675743611	ERICH3	127254	127254	0.0001709187084	0.9804331117			
3719	2581	0.0001675743611	AMELY	266	266	0.000170923889	0.9804033952			
3587	2437	0.0001675743611	HSPG2	3339	3339	0.0001709359929	0.9803339732			
1771	237	0.0001675743611	CTSC	1075	1075	0.0001709428046	0.9802949094			
1168	1887	0.0001675743611	APCS	325	325	0.0001709489512	0.9802596619			
2373	3884	0.0001675743611	ZNF423	23090	23090	0.0001709560623	0.9802188871			
598	1390	0.0001675743611	BBS2	583	583	0.0001709585525	0.9802046091			
1102	2224	0.0001675743611	HLA-E	3133	3133	0.0001709962852	0.9799883131			
2277	890	0.0001675743611	THRSP	7069	7069	0.0001710032344	0.9799484888			
1072	1773	0.0001675743611	HAS3	3038	3038	0.0001710143409	0.9798848462			
4329	3192	0.0001675743611	GALNT14	79623	79623	0.0001710187765	0.9798594314			
2076	807	0.0001675743611	VEGFC	7424	7424	0.0001710206987	0.9798484184			
1230	1828	0.0001675743611	GABPA	2551	2551	0.0001710289527	0.9798011301			
1169	1885	0.0001675743611	PTPRB	5787	5787	0.0001710315415	0.9797862993			
2618	3644	0.0001675743611	MATK	4145	4145	0.0001710362966	0.9797590597			
747	1445	0.0001675743611	CCNE1	898	898	0.0001710415933	0.9797287191			
1745	194	0.0001675743611	CHRNB2	1141	1141	0.0001710556845	0.979648011			
3453	2892	0.0001675743611	UGT2B17	7367	7367	0.0001710571232	0.9796397719			
4140	3093	0.0001675743611	FCGR2A	2212	2212	0.0001710745497	0.9795399808			
4146	3099	0.0001675743611	XRCC3	7517	7517	0.0001710902161	0.9794502864			
2763	3757	0.0001675743611	FCN2	2220	2220	0.0001711016108	0.9793850585			
2167	946	0.0001675743611	CASR	846	846	0.0001711204091	0.9792774689			
1555	87	0.0001675743611	CCR3	1232	1232	0.0001711252065	0.9792500155			
2606	3691	0.0001675743611	GLO1	2739	2739	0.0001711298477	0.9792234575			
418	1557	0.0001675743611	PTGDR2	11251	11251	0.0001711317357	0.9792126543			
811	2154	0.0001675743611	TPSD1	23430	23430	0.0001711374608	0.9791798961			
834	1972	0.0001675743611	DRG2	1819	1819	0.000171144453	0.9791398914			
1985	1214	0.0001675743611	CD19	930	930	0.0001711459712	0.9791312055			
1282	446	0.0001675743611	TRHR	7201	7201	0.0001711466969	0.9791270536			
585	1373	0.0001675743611	CALM1	801	801	0.0001711506925	0.9791041956			
3720	2582	0.0001675743611	GZMB	3002	3002	0.0001711536047	0.9790875364			
419	1578	0.0001675743611	NOTCH1	4851	4851	0.0001711601951	0.9790498368			
1782	227	0.0001675743611	PARP2	10038	10038	0.000171162391	0.9790372767			
1003	2138	0.0001675743611	SUMO2	6613	6613	0.000171164215	0.9790268436			
2933	4718	0.0001675743611	KCNE2	9992	9992	0.0001711769168	0.978954197			
2764	3741	0.0001675743611	SQLE	6713	6713	0.0001711769168	0.978954197			
1869	1014	0.0001675743611	PRORP	9692	9692	0.0001711814277	0.9789284002			
4250	3257	0.0001675743611	SLC15A1	6564	6564	0.0001711830027	0.9789193934			
2505	4027	0.0001675743611	ACSS2	55902	55902	0.0001711895762	0.9788818037			
606	1412	0.0001675743611	COL12A1	1303	1303	0.0001711900921	0.9788788539			
2728	3872	0.0001675743611	YWHAG	7532	7532	0.000171207195	0.9787810678			
4157	2997	0.0001675743611	UBE2K	3093	3093	0.00017121032	0.9787632024			
2660	3637	0.0001675743611	PADI2	11240	11240	0.0001712166476	0.9787270307			
427	1573	0.0001675743611	CD27	939	939	0.0001712270288	0.9786676925			
3471	2951	0.0001675743611	NT5C1A	84618	84618	0.0001712285533	0.9786589789			
1459	601	0.0001675743611	CA4	762	762	0.0001712308092	0.9786460854			
2142	733	0.0001675743611	CDC42BPA	8476	8476	0.0001712370217	0.97861058			
3765	2578	0.0001675743611	VCP	7415	7415	0.0001712426879	0.9785781989			
3786	2504	0.0001675743611	DUSP2	1844	1844	0.0001712613733	0.9784714318			
2312	3986	0.0001675743611	SLC2A3	6515	6515	0.0001712635944	0.9784587419			
587	1371	0.0001675743611	ARF6	382	382	0.0001712652886	0.9784490631			
1065	2220	0.0001675743611	CACNG1	786	786	0.0001712753378	0.9783916545			
1300	510	0.0001675743611	CACNG5	27091	27091	0.0001712753378	0.9783916545			
1444	664	0.0001675743611	CACNG8	59283	59283	0.0001712753378	0.9783916545			
